Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7280010209,6376908884,8200226075,9810475867,10745748178,11575588505,12430453229,13986332507,13330358605,13251800422,14101425019,17310194975,20990900850,28513444173,29402788321,30350225771,34797424110,39684031839,27601418393,28000448838,29515406232,25969914669,29334745971,33926407807,29431337206,27713567851,33063567351,43046357485,46570226381,42845002652,55794344213,60784912159
IBRD only,83812077064,65418537679,60178771661,68805081251,83095511445,96798391611,1.02E+11,96408646260,1.04E+11,1.20E+11,1.46E+11,1.61E+11,1.78E+11,2.33E+11,3.10E+11,3.60E+11,3.84E+11,4.46E+11,4.84E+11,5.27E+11,6.44E+11,7.09E+11,6.49E+11,6.06E+11,6.26E+11,6.67E+11,6.74E+11,6.94E+11,7.87E+11,8.60E+11,9.88E+11,9.36E+11,9.96E+11,1.06E+12,1.16E+12,1.28E+12,1.37E+12,1.43E+12,1.35E+12,1.30E+12,1.42E+12,1.48E+12,1.53E+12,1.81E+12,2.28E+12,2.69E+12,3.26E+12,4.26E+12,5.31E+12,5.15E+12,6.50E+12,7.82E+12,8.35E+12,8.81E+12,9.12E+12,8.47E+12,8.40E+12,9.35E+12,1.02E+13,1.03E+13,1.00E+13,1.22E+13,
IDA & IBRD total,1.10E+11,87841904716,81972740334,93138581223,1.12E+11,1.30E+11,1.38E+11,1.31E+11,1.41E+11,1.61E+11,1.96E+11,2.15E+11,2.36E+11,3.08E+11,4.08E+11,4.75E+11,5.06E+11,5.89E+11,6.42E+11,7.01E+11,8.59E+11,9.45E+11,8.52E+11,7.38E+11,7.17E+11,7.47E+11,7.51E+11,7.69E+11,8.58E+11,9.34E+11,1.07E+12,1.02E+12,1.07E+12,1.12E+12,1.23E+12,1.36E+12,1.46E+12,1.53E+12,1.44E+12,1.40E+12,1.52E+12,1.59E+12,1.63E+12,1.94E+12,2.43E+12,2.87E+12,3.49E+12,4.52E+12,5.61E+12,5.45E+12,6.83E+12,8.21E+12,8.76E+12,9.27E+12,9.63E+12,8.96E+12,8.91E+12,9.90E+12,1.08E+13,1.09E+13,1.07E+13,1.29E+13,
IDA total,,,,,,,,,,,,,,,,,,,,,,2.46E+11,2.11E+11,1.38E+11,95422089996,83409301273,80868573182,79693631700,75510692380,77361670104,90987951589,87814434168,80069509138,68189338192,71438281978,79740676931,90791065000,92441570479,98923529295,98910389448,1.10E+11,1.06E+11,1.10E+11,1.30E+11,1.54E+11,1.83E+11,2.31E+11,2.51E+11,3.01E+11,2.95E+11,3.28E+11,3.70E+11,4.01E+11,4.49E+11,4.94E+11,4.85E+11,5.04E+11,5.39E+11,5.98E+11,6.48E+11,6.30E+11,7.22E+11,7.70E+11
IDA blend,,,,,,,,,,,,,,,,,,,,,,1.88E+11,1.60E+11,1.00E+11,64777393441,54330234818,50986230396,47484654852,42906844025,43980582293,51462307540,46752866589,43858064867,32442666146,34452841149,39183846871,42670610929,43371142338,44856047821,43244818151,48726555471,47217114253,48783747653,57490136121,67942556491,83555293474,1.13E+11,1.15E+11,1.33E+11,1.30E+11,1.34E+11,1.45E+11,1.57E+11,1.69E+11,1.92E+11,1.81E+11,1.72E+11,1.68E+11,2.06E+11,2.37E+11,2.27E+11,2.75E+11,
Indonesia,,,,,,,,453928610.7,623034050.4,972392638,1246575342,1474251386,2065060241,2910843373,4330120482,6196867470,7722650602,9220240964,10565999613,10760279951,15128152200,18287640593,20360890732,23830807214,21115567419,21618280538,22104516517,20688329534,24529683335,28980562411,34716180163,37166760181,38633196382,44685358407,52308223533,61508394490,71854186056,65388507015,26180242917,30994562179,36710074220,36163564857,41879334582,60098225365,61785619707,71699880270,92601703162,1.08E+11,1.42E+11,1.67E+11,2.48E+11,2.95E+11,3.22E+11,3.09E+11,3.08E+11,2.93E+11,3.16E+11,3.42E+11,3.60E+11,3.78E+11,3.43E+11,3.73E+11,3.92E+11
IDA only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34686915985,37071815610,32341195109,34268029202,35288133998,38446130616,46295013674,47234155739,52565138708,54640688282,60043009368,57698449787,60279546300,71026230467,83754025308,96507994823,1.12E+11,1.31E+11,1.64E+11,1.62E+11,1.92E+11,2.26E+11,2.45E+11,2.82E+11,3.04E+11,3.06E+11,3.36E+11,3.76E+11,3.97E+11,4.15E+11,4.07E+11,4.50E+11,4.81E+11
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,6639952629,7557008988,7634420159,9197965694,11030503749,11945049986,8419987857,9123328395,9418554153,10310281975,11368032247,12933905583,13969933808,15992004172,22404790270,19246612709,19946925515,25628352055,31099506487,36098957100,36435927668,49456661298,50448257367,45921423439,49414521095,61490186278,64899902261,72066370150,77951582428,79519966711,87743461242,67905847732,79084881878,63445945153,86106751122,1.05E+11,89420391260,1.07E+11,1.05E+11,1.42E+11,1.20E+11,1.45E+11,1.56E+11,1.87E+11,2.49E+11,3.07E+11,3.67E+11,5.10E+11,4.61E+11,5.27E+11,6.67E+11,7.22E+11,7.01E+11,6.32E+11,6.99E+11,6.76E+11,6.92E+11,8.21E+11,8.74E+11,8.53E+11,7.68E+11,9.84E+11,1.05E+12
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,1055634096,1199984668,1553300551,1969361374,2248263672,2171407666,2355618455,3080913587,4173030806,5935288524,5936962292,5753943466,5851806394,4854155819,4489597063,4164522362,5278019288,5677519897,6162977804,7223773859,10614081021,9794556978,9303127429,8108561461,9429096584,13048758838,15560316280,18418212751,21736220702,24363027185,24558831817,26523392258,30969265182,42393210648,52904714183,64219384996,74049840882,78993072783,67944886023,48006627034,38340612904,41052106669,45561256824,44775859466,57622606907,75240182078,1.12E+11,1.16E+11,1.10E+11,2.19E+11,1.86E+11,1.25E+11,1.53E+11
"Iran, Islamic Rep.",1056079086,1114784364,1146591744,948368685,1431672169,1974249035,2323421492,2579909969,3570136959,3912296504,4460351277,4779435825,6879504110,9498380262,14338351280,21432845534,32728019974,39033740181,30515369283,22605355311,45166402351,40275925121,33720496975,56710906585,53624780019,43739554546,46446422271,26926598712,21084660119,27771927534,41215639591,,,19375059791,16735172174,29099488040,45495932763,40490105427,37338588203,37048181671,38467274099,44727064474,50234099134,64650427608,87417675992,87676977068,1.03E+11,1.39E+11,1.72E+11,1.70E+11,1.96E+11,2.26E+11,2.34E+11,1.72E+11,1.70E+11,1.31E+11,1.33E+11,1.55E+11,1.03E+11,,,,
Iraq,,,,,,,,,,,,,,,,,,,,,,23405623333,24566950000,6389961290,8710290323,11821258065,9252551613,11399003226,13800935484,-2465851613,79957374194,-52524534.1,176017734.5,612365651.8,2321849162,6633257265,6052790040,872870841.7,1524067658,14159692653,14096893782,15708632873,6001830923,6567932455,6196307305,11067636549,12322947759,8298908146,19984470063,12613552526,21979647094,31130718376,29312987589,47555753518,41608138679,33954626899,29783868105,33422989696,39983639822,53130541540,40430851510,40676411034,
Iceland,,,,,,,,,,,146464772.7,249251136.4,266142144,416008727.8,613036301,555632400.8,534839483,738243073.5,693399808.9,796232558.3,1018293433,1041786961,1000964793,647228475.6,738852491.7,689922255.3,818569151.3,1272251125,1416347552,1187445556,1366495924,1540737789,1427032185,1170676883,1138409017,1295897019,1541544421,1648256144,2199358689,2117079671,2250260850,1885826862,1846011186,2433529750,3434875370,4865584911,6300126731,6403699696,4703260824,2015662630,1912667218,2372010243,2362580296,2494489121,3077464953,3398974485,4384008718,5376285015,5806119726,5102532345,4612888668,5717452317,6295722472
Israel,,,,,,,,,,,2042861621,2618906840,3112591566,4109955806,5290311181,5246088494,4639413074,4614445824,4989856329,6635344053,6572810878,6571147996,7824164504,8881731120,7786025699,6232122317,7583848640,9282304175,10782993037,10372350307,13723095961,20345807754,22565269037,23241882395,25787321928,30114277871,33236596745,33094947164,31407677743,31989899711,34648344261,34058660849,29966819585,29668522002,31540229958,34265946476,36993351300,44279034347,50418923751,43560450771,50213828121,61516860673,61795809612,65890127236,71428278961,66411225248,73637642969,82078102157,89595277567,93901217035,98411945472,1.21E+11,1.37E+11
Italy,,,,,,,,,,,29489696406,29714750312,33315936255,46257927599,59412390592,54140130486,59769799953,62961579987,75260387862,96141172221,1.28E+11,1.06E+11,1.01E+11,98569180265,1.02E+11,1.05E+11,1.39E+11,1.78E+11,2.01E+11,2.07E+11,2.66E+11,2.77E+11,2.85E+11,2.03E+11,2.09E+11,2.35E+11,2.54E+11,2.42E+11,2.51E+11,2.53E+11,2.39E+11,2.43E+11,2.75E+11,3.34E+11,3.84E+11,3.93E+11,4.28E+11,4.92E+11,5.25E+11,4.29E+11,4.40E+11,4.70E+11,3.71E+11,3.62E+11,3.67E+11,3.14E+11,3.30E+11,3.54E+11,3.88E+11,3.67E+11,3.36E+11,4.37E+11,4.37E+11
Jamaica,207790297,211786315.4,207790297,199798400.2,241755963.4,257739897.1,307299877.3,336091753,377999697.7,418799790.7,443040177.3,494115196.1,512600005.2,600398936.2,577720577.7,737110737.1,540210540.2,397320397.3,397874887.3,466064199,426176870.4,604686149.6,687316860,805602941.1,548822566,510438108.2,466735613.2,678736330.5,904336524.6,1172205368,1188665156,1000447760,1054576796,1374268244,1321256365,1661453707,1889435197,2158371731,1985964432,1889686337,2112888705,2379628774,2656955448,2475213670,2692950004,3029364711,3390856703,3401006613,3338313280,2552116120,2671413931,3096405595,2951522065,3032553977,3123680308,3029611667,2996753638,3336736771,3667086440,3841983808,3177266640,3011154973,2802914741
Jordan,,,,,,,,,,,,,,,,,582559367.2,843996763,860858898.5,1031853500,1453385924,2017956225,1846284787,1624439119,1485700911,1051377891,1269838247,1523671644,1422684131,980897502.7,1281128603,1084648346,1778122096,2053544474,2077000143,2217608447,2114668547,1864315938,1726375176,1757827927,1891960508,1890030750,1925670410,2124823695,3124964739,4298871650,4267136812,5178986190,8168625110,7984507042,9507042254,9373239437,9816901408,9164788732,9509859155,9583098592,9336619718,10284507042,10566197183,9529577465,,,
Japan,,,,,,,,,,,92501812886,95742005260,1.26E+11,1.83E+11,2.00E+11,1.91E+11,2.08E+11,2.48E+11,3.49E+11,3.82E+11,3.97E+11,4.24E+11,3.81E+11,4.00E+11,4.22E+11,4.46E+11,6.61E+11,8.27E+11,1.06E+12,1.08E+12,1.13E+12,1.28E+12,1.34E+12,1.44E+12,1.53E+12,1.72E+12,1.58E+12,1.40E+12,1.21E+12,1.31E+12,1.41E+12,1.21E+12,1.08E+12,1.16E+12,1.25E+12,1.26E+12,1.20E+12,1.18E+12,1.32E+12,1.20E+12,1.30E+12,1.47E+12,1.51E+12,1.27E+12,1.23E+12,1.12E+12,1.24E+12,1.24E+12,1.29E+12,1.32E+12,1.28E+12,1.28E+12,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7851239669,4687723765,6099843430,4751136549,3396503393,3457500580,3498378528,2998984299,3317992964,5953850400,6722766847,7925465455,11353668541,17691068633,27460951205,37249714344,36705106297,33917548193,37564866479,44300515502,52477332216,58140188327,57103634284,51458960289,38201238310,43957466391,45298072995,50190237704,49283552298,51600077951,
Kenya,,,,,130479961.7,143639956.4,216719913.1,248639900.3,271319891.2,282519886.7,391187843.2,425319830,470287812,647604024.6,764931694.1,591241698.7,703393929.5,1066215929,1579944929,1130468294,1780521045,1570599903,1405957065,1251151196,1226587576,1553686632,1575815795,1936067102,2126364307,2059354393,2071432832,1709409187,1389052100,1012914646,1379109670,1973885456,1807340296,1985856338,2352671257,2001643294,2212521189,2440115016,1990332805,2456584865,2730170839,3307179475,4812218886,6537681082,7040012837,8054090392,9655049478,10257764912,12516325382,13817466569,17037797241,15499001547,14475560089,16951610322,17865236715,19415030804,19780800074,22369934409,21731503116
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643750000,394444444.4,461562500,236628787.9,151510489.5,304639917.7,460499082.3,383275241.3,254203825.3,225158554.2,274075176.2,274510006.3,282700628.7,227018963.2,320415817,403928423.5,685748726.4,1013118765,1487964664,1278996398,1313731542,1578754677,2309228865,2486491046,2745030006,2315422253,2312308662,2534427836,2978973645,3206748632,2054572550,2436311405,
Cambodia,128571420,114285714.3,120000000,128571420,122857151.4,117142857.1,165714285.7,142857142.9,151428562.9,136150234.7,90025207.06,,,,,,,,,,,,,,,,,,,,,,,301017152.8,333256918.3,500775155.7,516187567.1,517217902.6,369263966.5,597358896.1,640514971,746416167.2,857695436.2,1028041485,951535547.8,1273377683,1638019002,1831284005,1927187690,2221826215,1952519833,2193583982,2601666094,3046956151,3690358384,4052755911,4544969270,5076797660,5761647727,6564704280,6437038336,7165564029,9516764775
Kiribati,,,,,,,,,,,,,2082634.731,2980453.702,5139638.582,2644424.702,2712994.237,2479416.741,9358339.661,6230432.682,9250273.188,14558478.17,18778474.44,17463727.98,13985723.52,12248803.16,15059083.58,17504796.31,18907604.06,18037371.6,26462529.63,21772052.97,19094504.33,,,,,,,,,,,,,,15180499.39,17853895.89,17414508.74,21596273.33,22378101.83,33061285.82,52334278.38,58831883.13,53788691.57,71265339.91,60667597.46,56251577.45,45383852.92,33070756.75,32243052.66,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",416634983.4,306912666.9,396155369.8,749233650.9,533094158,460585585.6,852436058.1,1077923998,1658051690,2298375902,2370556414,2473570503,2333223040,3609409520,6371300715,6214256198,8263842975,11574586777,17922314050,25087603306,22255568543,23455354390,25048968649,28501708024,31493833594,32688329004,38105167622,48209757224,69488974257,90661990290,1.12E+11,1.36E+11,1.38E+11,1.48E+11,1.79E+11,2.21E+11,2.41E+11,2.12E+11,1.06E+11,1.54E+11,1.90E+11,1.73E+11,1.95E+11,2.27E+11,2.58E+11,3.04E+11,3.47E+11,3.88E+11,3.53E+11,2.78E+11,3.72E+11,4.18E+11,4.00E+11,4.10E+11,4.42E+11,4.33E+11,4.52E+11,5.24E+11,5.43E+11,5.20E+11,5.24E+11,5.81E+11,5.52E+11
Kuwait,,,,,,330399868.4,422799831.6,520799792.6,478799809.3,529199789.3,348319861.3,363945049.2,414046200.8,514545667.2,881455746.7,1529829438,2172460120,3296273819,3137216418,3378489835,3986719582,4167363793,5436054911,5173107070,4562255144,4043480828,3958572308,3924414145,3247508998,2990338840,3247916667,4608318000,4441036469,4115894371,4013468013,4012428028,4756710978,4139458785,4787114030,4384479942,4022799122,4990842839,6531776608,7962779396,10809297591,13272602740,16409338842,23450290897,25982749092,19038143293,20380899009,20869345709,22339069882,24995641440,26496031678,29136915399,32776805024,33467693714,34975771432,34072878601,,,
Latin America & Caribbean (excluding high income),14042108056,14846566984,16152985889,15377478186,18560815481,20762626264,22489362053,22235833335,23834452375,29073200855,31286125449,34169546791,38249515403,52214729364,75076367448,86251070348,88271182710,94776278631,1.18E+11,1.29E+11,1.58E+11,1.83E+11,1.52E+11,1.17E+11,1.21E+11,1.25E+11,1.22E+11,1.47E+11,1.72E+11,2.08E+11,2.09E+11,2.15E+11,2.34E+11,2.96E+11,3.57E+11,3.19E+11,3.50E+11,3.98E+11,4.12E+11,3.44E+11,3.95E+11,3.65E+11,3.23E+11,3.28E+11,3.94E+11,4.73E+11,5.74E+11,7.14E+11,8.74E+11,7.13E+11,9.74E+11,1.15E+12,1.13E+12,1.16E+12,1.13E+12,9.11E+11,8.35E+11,9.10E+11,8.97E+11,8.62E+11,6.91E+11,9.15E+11,1.05E+12
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,108571431.5,166666673.3,123157894.9,110783073.6,80864873.52,,,,,,,,,,,,232251605.2,239534817.6,510581940.3,561907975.3,751431821.4,931678968.5,1038912099,1364595209,1725538456,1980696020,1958562460,2455962866,3313109635,3672546023,3957395502,4552482850,4615841615,,,,,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888806146.9,1373041082,1710610701,2464831270,3518348204,4272096712,4763168685,4602143553,4898649986,3970569900,3523051410,4026533997,3590713101,3848092869,4881067436,4937080657,4525246478,6028600595,8152225283,9529927443,9586856481,10718982269,10910575213,12944735383,12008025870,11095686532,11836802437,11553636720,12345761382,6359131031,2568104393,1239752786,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5380730000,4194803045,4117514436,4991618451,4672355148,3106100046,4322575544,3795028408,3259374076,3410873802,4531524927,3665726386,2768503937,5084761328,3855087692,4504646945,12648796370,13000884429,18785719571,15821184164,14926000999,4066650211,14083592327,16340279661,15045165749,8468083194,6888101081,9205779728,11605484871,9808384407,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,17643434525,18914518362,20353249779,19677245006,23227849739,25693032548,27869090708,27814330384,30352421578,36256378613,39595436060,43894292926,48617715333,64478434713,90800053627,1.03E+11,1.08E+11,1.20E+11,1.47E+11,1.59E+11,1.91E+11,2.19E+11,1.84E+11,1.34E+11,1.41E+11,1.45E+11,1.44E+11,1.72E+11,2.03E+11,2.31E+11,2.34E+11,2.46E+11,2.73E+11,3.36E+11,3.97E+11,3.71E+11,4.05E+11,4.71E+11,4.89E+11,4.14E+11,4.69E+11,4.41E+11,3.82E+11,3.82E+11,4.65E+11,5.64E+11,6.90E+11,8.59E+11,1.05E+12,8.74E+11,1.16E+12,1.34E+12,1.36E+12,1.39E+12,1.37E+12,1.08E+12,9.97E+11,1.08E+12,1.09E+12,1.05E+12,8.36E+11,1.11E+12,1.26E+12
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45320416856,44517453491,49779751307,58702475658,68925468229,81872652472,93486306957,1.14E+11,1.49E+11,1.58E+11,1.73E+11,2.07E+11,2.24E+11,2.47E+11,2.68E+11,2.60E+11,2.68E+11,3.07E+11,3.19E+11,3.45E+11,3.42E+11,3.75E+11,4.15E+11
Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86395330789,87631984543,96050100539,1.05E+11,1.00E+11,98357869479,1.12E+11,1.03E+11,1.18E+11,1.10E+11,1.15E+11,1.21E+11
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,200294696.2,249738979.9,219912894.6,210970775.8,189177710.6,212815126.1,251050420.2,283333333.3,285546218.5,378823529.4,435126050.4,404384485.7,441876046.9,395000000,561654135.3,590584878.7,582164090.4,592897407,547982062.8,868786127.2,1359044162,1226493506,1466938972,1493072673,1560849057,1424226804,1515453248,1559103261,1589500157,1517947295,1783699451,2058399807,2355441478,2642280629,3166936463,3352682927,3370074181,3680335650,3970349108,4272692525,4579041683,3465577844,3851202174,4157853295,5218065026,6547452736,7912663089,9042585087,11217629384,10278404689,,,,,,29182742618,32083156254,37492499305,35961319796,30361866206,27847997043,32516879525,25588080872
Lower middle income,28283814085,31328184331,31193306858,35373963836,42093862735,47203492958,39252550175,43357547344,47725745399,52033595949,60311752766,64936643864,72661188819,89931603445,1.28E+11,1.51E+11,1.83E+11,2.27E+11,2.37E+11,2.40E+11,3.18E+11,3.46E+11,3.14E+11,2.78E+11,2.42E+11,2.35E+11,2.42E+11,2.22E+11,2.21E+11,2.36E+11,2.74E+11,2.32E+11,2.54E+11,2.25E+11,2.48E+11,2.89E+11,3.00E+11,3.17E+11,3.18E+11,3.49E+11,3.34E+11,3.70E+11,3.95E+11,4.69E+11,5.97E+11,7.01E+11,8.38E+11,1.09E+12,1.20E+12,1.22E+12,1.45E+12,1.61E+12,1.64E+12,1.57E+12,1.67E+12,1.58E+12,1.63E+12,1.82E+12,1.92E+12,1.94E+12,1.76E+12,2.15E+12,2.31E+12
Low & middle income,1.05E+11,82028880259,75748383465,86743972284,1.05E+11,1.23E+11,1.30E+11,1.23E+11,1.32E+11,1.51E+11,1.85E+11,2.02E+11,2.22E+11,2.91E+11,3.84E+11,4.51E+11,4.75E+11,5.47E+11,5.95E+11,6.53E+11,8.06E+11,8.85E+11,7.99E+11,7.06E+11,6.85E+11,7.14E+11,7.15E+11,7.31E+11,8.11E+11,8.96E+11,1.03E+12,9.69E+11,1.01E+12,1.06E+12,1.17E+12,1.28E+12,1.37E+12,1.42E+12,1.33E+12,1.30E+12,1.42E+12,1.48E+12,1.54E+12,1.84E+12,2.30E+12,2.71E+12,3.28E+12,4.22E+12,5.24E+12,5.16E+12,6.52E+12,7.86E+12,8.40E+12,8.91E+12,9.24E+12,8.63E+12,8.59E+12,9.55E+12,1.04E+13,1.05E+13,1.03E+13,1.24E+13,
Lesotho,699999.7203,1399999.441,2939998.825,4059998.378,5039997.986,6299997.483,5739997.706,6859997.259,7559996.979,7699996.923,6999997.203,6990886.102,9105984.377,17292085.42,19132362,27045017.25,50599999.96,45999999.96,66699999.94,95009326.13,159855299.1,163250826.2,,,,,,,,,,,,,,,,,,,,,,,,,,419264651.3,494404864.2,531638320.7,699504685.9,653406810,885050000,773258757.2,832324866.7,718209243.8,608447488.5,512226104.4,577856769.6,644563720.6,684733005.4,,
Late-demographic dividend,58392044101,35805658950,29525246275,38330757418,44768066577,54801245312,66614643783,55722740444,59354352666,68866440467,91137370183,1.03E+11,1.11E+11,1.49E+11,1.79E+11,2.07E+11,2.04E+11,2.37E+11,2.55E+11,2.97E+11,3.29E+11,3.45E+11,3.38E+11,3.05E+11,3.35E+11,3.97E+11,4.01E+11,4.19E+11,4.94E+11,5.82E+11,5.63E+11,6.02E+11,6.11E+11,6.28E+11,7.05E+11,8.28E+11,9.03E+11,9.16E+11,8.40E+11,7.69E+11,8.61E+11,9.40E+11,1.00E+12,1.21E+12,1.51E+12,1.77E+12,2.16E+12,2.88E+12,3.73E+12,3.64E+12,4.56E+12,5.63E+12,6.10E+12,6.63E+12,6.92E+12,6.49E+12,6.48E+12,7.17E+12,8.05E+12,8.25E+12,8.21E+12,9.82E+12,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1793298530,1769746224,2491396634,2740158826,2347542512,2170418645,2336031075,2967319433,4126138748,5178974168,6332928225,8133607730,12826351943,13442565491,4732214345,6729837722,9561370360,8482536652,9084053099,9523561466,8813239234,8268634881,9160660349,10941824601,9706027594,7990762859,13038499610,18803798810
Luxembourg,,,,,,,,,,,320522791.4,383964506.8,461878837.9,601865038.3,574419014.1,609360535.3,663936259.1,658718064.2,1002756501,1036927628,1293833632,1056803564,974329860.5,938560946.7,935318346.8,791115564.9,1383157847,1959182064,2289978058,2409840295,3157984066,3654248080,3565577164,3686454058,3876238245,4264110564,4107398046,4174765449,4498616359,5187613571,4789347616,4750556941,4831155537,6321963808,7470677045,8103404383,8154590774,10066417477,12109940206,8814387491,10165283857,11888131641,11209449687,11831377522,13137306454,11388662746,11156677931,12412845263,12101790006,12770497267,12707320059,15010106417,14795859890
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906893896.2,1136938489,1374477377,1838152031,1663878213,1948836616,2329059772,2661373352,3506470299,4775400026,5960993155,8589882117,12906096293,12646268089,5925713094,4873623736,7063712921,7736911866,7335397527,7472046381,6451587790,5915046716,6679941488,7955585084,7896670201,7596875389,10184600465,10603675368
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,251371971.7,276387183.2,290217601,309544819.5,385615742.4,485904261.1,575206426.6,664809255.8,740556809.8,1039822594,1574067009,1812100332,2018646740,1854850434,1407913236,1357818680,1088012767,1036806246,703098717.9,633970249.6,728953581.5,1124389582,1710260210,3105330102,4985861166,6739420672,6393179212,3994848212,3741088407,5074824488,6326015457,7250738346,10868736438,11413832410,9846700106,9866682050,9519099337,7788641480,6522042330,6968556461,5759183277
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,208675424.5,196400387.9,272096417.3,319150655.1,292554811.7,313013166.5,290485723.5,403715845.4,411817807.8,518329252.3,731352101.7,781788548.1,775299947.8,1052613424,1570335564,2281068110,2798399073,3592218009,3366716634,3897275486,6595361662,5642214202,5914266136,4282011741,4612377132,4599017788,5348601351,5466763845,6283355423,7965556769,9373983223,8821116412,9341461595,8380532003,9138682354,9911328068,10562258545,9756294185,11624225714,10754564947,10241099492,10896668965,11493331213,15117000308,18444792770,18877204669,21211639732,26783334011,36160161026,32556999417,31763213832,36267433057,34411764152,37041919567,36661629367,33319786502,35656472560,37527659846,40926891991,39443069398,34921905001,44367548402,43318263270
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436083486.6,410988478.3,459620779.2,439511359.4,267916706.3,308539659.3,344735754,359952847.6,459126776.9,684876503.7,921173527,1116138214,1677091457,2375181606,1258788248,1663657915,2023539786,2107482621,2368310473,2235521974,1876528561,1755092294,2088380714,2992569994,2946109183,2752040058,3677202562,3759625333
Madagascar,46855658.99,40799694.51,37293318.25,51318339.2,56737066.13,54186910.78,76817895.59,88611414.4,106461306.8,113915450.7,110215496.7,134578438.9,118325068.1,150385421.7,166059737.3,185775330,177487049.4,190560461.6,255938060.4,557423892.9,2423509388,1698505679,1260748396,1218438620,1047636607,713508373.3,891580586.6,803247802.8,561377484,1294035494,1413798999,998373767,1340875126,1538979543,1157857171,340474829.5,469814812.6,432772553.7,539088328.4,525897483.4,552294486.1,789059496.5,587094684.8,874597796.2,1071242870,1132427668,1299050305,2260553115,4155572181,3579584823,2698066299,2697484659,2335354077,2051490935,2065122040,1810764780,1939143361,2082697788,2848736284,3199508924,2312105241,2197448942,2994045515
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030077675,1379251234,1895105271,2147798092,2744855479,2621015870,1703930397,1840063347,
Middle East & North Africa,,,,,,,,,12643363991,13833118117,16443118407,18504797260,23236887879,25410874847,60407942680,68661268727,1.01E+11,1.21E+11,1.25E+11,1.21E+11,1.72E+11,1.69E+11,1.68E+11,1.82E+11,1.76E+11,1.48E+11,1.46E+11,1.21E+11,1.20E+11,1.13E+11,2.28E+11,1.32E+11,1.45E+11,1.50E+11,1.46E+11,1.76E+11,2.01E+11,1.91E+11,2.01E+11,2.13E+11,2.21E+11,2.32E+11,2.30E+11,2.67E+11,3.22E+11,3.71E+11,4.51E+11,5.93E+11,7.64E+11,7.12E+11,7.90E+11,8.86E+11,9.39E+11,9.16E+11,9.61E+11,8.97E+11,9.00E+11,9.35E+11,9.40E+11,9.64E+11,8.42E+11,9.10E+11,
