Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Mexico,2395295998,2487023998,2501151997,3116127997,3788023996,4424967996,4731807995,5353559995,5692703994,6387127994,8076959992,7934767993,9181567078,11820069473,16684089484,20849216000,19809352483,18713493782,24230400788,34905933761,52894582339,68441622546,39800325168,30892299964,34876334889,39067365373,23997007058,27015906094,41318840529,51157944279,60795303514,73356962394,84690572927,1.15E+11,1.32E+11,75492340046,88655591309,1.13E+11,1.25E+11,1.36E+11,1.63E+11,1.58E+11,1.60E+11,1.54E+11,1.73E+11,1.90E+11,2.23E+11,2.43E+11,2.68E+11,2.06E+11,2.41E+11,2.75E+11,2.87E+11,2.87E+11,2.88E+11,2.73E+11,2.55E+11,2.65E+11,2.78E+11,2.69E+11,2.05E+11,2.64E+11,3.06E+11
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23499400,24852800,41816900,39886900,28736200,56889600,68301400,39538200,22887900,44720100,37423900,30646700,40519600,47453100,48996400,119458800,49783300,47199200,
Middle income,1.05E+11,80988378061,74428529976,85415061071,1.04E+11,1.22E+11,1.28E+11,1.22E+11,1.30E+11,1.49E+11,1.83E+11,2.00E+11,2.19E+11,2.87E+11,3.80E+11,4.46E+11,4.70E+11,5.41E+11,5.88E+11,6.45E+11,7.95E+11,8.75E+11,7.89E+11,6.97E+11,6.76E+11,7.06E+11,7.06E+11,7.20E+11,8.01E+11,8.84E+11,1.01E+12,9.53E+11,1.00E+12,1.05E+12,1.16E+12,1.27E+12,1.36E+12,1.41E+12,1.31E+12,1.28E+12,1.40E+12,1.46E+12,1.52E+12,1.82E+12,2.27E+12,2.67E+12,3.23E+12,4.17E+12,5.17E+12,5.10E+12,6.44E+12,7.77E+12,8.30E+12,8.80E+12,9.13E+12,8.53E+12,8.48E+12,9.43E+12,1.03E+13,1.04E+13,1.02E+13,1.23E+13,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,834805653.7,830102040.8,358731094.1,407857758.6,523378037.8,928916754.3,886529439.2,780233343.7,797034635.9,723544413.4,825505433.2,643824891.7,837034566.9,886837209.6,1195994328,1242054081,1468860758,1976802200,2768006032,2420240552,2301755372,2824432960,2819028926,3116368903,3442223866,3059973900,3469585770,3649123342,4100285102,4318946188,3698872945,4469497328,4751983709
Mali,,,,,,,,47914450.68,58720811.03,58943938.86,54963557.81,63258004.95,83144056.91,95188556.97,72908432.86,128941839,125512605.4,163654965,194627789.2,246884145.2,,,,,,178797640.7,308132251.9,421295900.5,401289907.9,465576110.2,512011118.1,466222349,589299008.3,435831533.7,430416616.9,573006621.4,539172486.9,557342425.9,578357079,615656226.9,508654514.3,710645673.4,615363620.1,981084927.8,1179700613,1304599507,1463536556,1947286545,2372820407,2250986187,2568152254,2563084398,2137922728,2530143656,2896108905,2720666735,3361012703,3317336794,3492409746,3893531270,2875811072,4206823980,3819949654
Malta,,,,,,,,,,,75283845.04,70489402.09,67552317.73,70071353.74,93588595.61,102337833.3,133187922.9,149012503.8,170757825.6,234020479,282265473.5,308833370.3,357164895.8,320443164.9,292113790.9,288184205.7,335678610.4,441989189.9,533274815.1,575261517.6,780111576.4,796412483.4,763879795.4,741688601.9,842527206.6,889956225.7,958670795.6,913802691.6,1020112720,979014205.8,1163433275,902508823.8,814671814.7,1253670195,1469855506,1773908718,1599548363,1867095538,2011571701,1742011670,2012835615,1704310012,1623202008,1706498869,1821108875,2677476508,2713351601,2878201701,3041158679,3329175602,3299925470,3799945693,4639139519
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5116362396,8011493681,14294191379,17234029408,18625057387,20006696845,20951607266,20064759682,21163361888,21611889526,21050353703,24077744933,20775451501,19176076341
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68956875433,68848363199,88391649285,1.07E+11,94962207971,1.01E+11,1.14E+11,1.15E+11,1.24E+11,1.18E+11,1.43E+11,1.79E+11,1.94E+11,2.29E+11,2.90E+11,3.87E+11,3.72E+11,4.19E+11,4.60E+11,4.87E+11,4.54E+11,4.50E+11,3.81E+11,3.81E+11,4.06E+11,3.74E+11,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220367488.9,271823392.4,241020870.7,263225149.8,344802582.6,400118144.5,651297202.4,1279310156,1871754797,1120654348,901924819.8,878386402.6,841444075.3,875576426.7,928940888.4,814804076.6,1142578600,1467801531,1757533111,1772226576,1487588469,1562359374,1782552645
Mongolia,,,,,,,,,,,,,,,,,,,,,,1616049967,1792535033,1581098900,1213075575,1372950325,1849287167,1535420400,1499777433,1709829333,744351900,736647778.9,338031608,161871162,176521820.1,388962335.9,352592346,295643171.2,342566603.9,335072932.3,329821984,319205163.3,344135176.9,514687410.6,621189320.8,947022532.9,1225140291,1639162504,2449818504,1575512731,3025834003,6053372623,6871489047,6703214950,4300712925,2848482868,2530273676,3146470327,5189260586,5056305303,2979924200,5613033063,6831792699
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946097210.3,757559414.1,780078389.6,685856390.8,986215875.6,829436128.1,997429642.7,1260861858,2415974256,2130548729,1650510984,2066504365,1884027555,1932363702,1923280214,1981739468,2143635741,2635777777,2183554703,2436323448,4145965604,8098338180,9164088631,9363862288,6579639683,5562916332,4386922918,7429799767,9242992782,8108778009,7860583423,
Mauritania,,39375099.11,49594593.52,30959046.37,18334969.35,18034397.83,18567681.56,30738997.78,43445120.54,33608608.25,34559130.53,38880587.2,60382461.94,21605333.28,50018854.52,123013034.3,166654226,158452003.2,126465177.5,123204818,192545675.5,234877568.1,265064000.4,214894718.6,183522398,198771352.9,246919639.8,266094682.6,276753373.6,188384574.2,210233842.2,312241403.4,312618844.2,184930953.9,667242816.1,297831921,262574904.4,219193100.8,198404004.1,221246614.2,201011137.5,218407182.3,169598816.3,440490708.3,832871934.5,1435870335,1019115838,1223191977,1719161769,1246209836,1815374403,2614769806,3308046497,3435107918,2755464531,2371866963,2001377337,2577170089,3471442786,3786527156,3937259507,5713954295,6896152735
Mauritius,,,,,,,,,,,,,,,,,216866658.5,246696524.2,312009443.1,378084819.5,234634508.7,288478484.9,195906204.2,190411918.5,229342286.4,252550054,320799424.2,481355467.2,662091239.4,678961208.1,801629947.3,806264375.3,937193520,996616754.6,1130752605,1033539366,1091280012,1230618829,1074883712,1159969746,1211614630,956444440.9,1067601692,1377317278,1604768080,1470871040,1797492121,2117829980,2532155185,2169537982,2711503229,2758243500,2844894529,2646364995,2493075425,2100368831,2175377125,2422899877,2659307370,2805839662,2077976428,2273114672,2580326836
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,227033666.2,257740377.8,329280482.7,477587366.8,501760735.6,543574130.2,569054167.6,522340765.7,545207465.9,498167397,676527658.5,880658797.6,1085631973,1811462482,2705367530,2173967355,2413857550,3133324757,4362615815,6133588210,7449641310,8748223298,10001748461,11401615513,11391246531,8605171748,7206825643,7428050190,9298211001,11604221977,14246499376,18571428571,20923155456,26211930795,30686633135,38710925040,41834009063,42975370857,19250662454,17715000000,25198947368,22637631579,24986842105,25085789474,28754210526,32146568057,36936876694,45309049122,49528253810,36074023265,59639806403,69089801308,80964753249,83848514103,84440831998,76617233606,78312866015,81523898590,85741274320,76863489492,66452707165,83067606621,97048006097
North America,,,,,,,,,,,2.49E+11,2.78E+11,3.15E+11,3.65E+11,3.92E+11,3.85E+11,4.65E+11,5.41E+11,6.36E+11,7.21E+11,7.32E+11,8.57E+11,8.01E+11,8.78E+11,1.09E+12,1.13E+12,1.17E+12,1.24E+12,1.32E+12,1.40E+12,1.41E+12,1.36E+12,1.42E+12,1.51E+12,1.66E+12,1.74E+12,1.87E+12,2.06E+12,2.21E+12,2.40E+12,2.58E+12,2.49E+12,2.52E+12,2.68E+12,2.99E+12,3.31E+12,3.56E+12,3.62E+12,3.48E+12,2.88E+12,3.19E+12,3.40E+12,3.70E+12,3.89E+12,4.10E+12,4.23E+12,4.19E+12,4.44E+12,4.76E+12,4.96E+12,4.80E+12,5.40E+12,
Namibia,,,,,,,,,,,,,,,,,,,,,579317240.5,518534746.6,386484751.9,392458250.3,257487758.5,159471383.4,147181667.3,294986181.1,374759717.9,375835983.4,754884173.1,462161796.1,632779640.8,497066722.9,699115823.2,769763129.3,816820142.7,736248985,865628512.5,793467724.6,668405827.5,791598879.4,622558734,955151960.9,1259745259,1425741879,1777356992,2126910471,2364799237,2334462688,2718389755,2761902802,3485184878,3540180655,4324613937,3463621752,2362054732,2291016828,2040857590,1922566388,1474231816,2171429646,2192765807
New Caledonia,,,,,,,,,,,,,,,,,,,,,,165973488.2,164026874.5,137837667.2,115801514.1,119974850,250935430.5,,,,794244257.8,,,,,,,,756301054.5,815790962.2,784548400,755820537,916238175.4,1446529830,1568230209,1862027605,2364056156,3313898833,3745190381,2963025944,3974593702,4312935179,3952243489,3993969008,3786412653,3034125397,2550701437,2549627491,,,,,
Niger,30098283.2,33561926.48,52517531.41,72210787.36,62940632.72,53669099.66,55074836.81,57694903.64,62299270.81,38945522.12,64014796.61,53949343.62,82220347.86,141363973.2,154486824.7,150111399,151264855.6,254189551.3,407989849.7,544885790.1,705226770.3,440508476.6,415390769.3,226207501.5,45999983,183634099.3,220902964.7,260201290.9,434449457.9,298111359,396361944,397265156.9,287872509,199380627.9,251610766.3,277072317.8,352848769.6,312174697.1,386634986.2,284220454.2,294615904.3,337737218.4,406924140.6,472806193,469948388.6,847532992.1,942163243.4,1084040090,1929744748,2093318820,2562665388,2773404233,2763428144,3038070757,3379470644,3133391992,2861878047,2909833075,3712391712,3953525848,3915814879,4110636736,4353865753
Nigeria,,,,,,,,,,,,,,,,,,,,,,1.47E+11,1.23E+11,73552439596,43317103653,34211332024,30116137461,26331546463,21668687242,23096630581,28739848391,23776130606,20924338900,12346639466,14238169870,16408715385,18706802123,20953991115,22177408113,22764560749,23688722712,22894610130,26218304612,30779432862,36816628572,46007392713,66446868685,59115420479,67545569382,65048063826,64451254554,67809055789,69404614242,77517772777,90736563331,76370361783,62181351622,58144125749,83562457327,1.21E+11,1.19E+11,1.49E+11,
Nicaragua,33818636.71,36234249.53,46379856.36,51694205.27,68120421.92,118043017.9,139579152.5,137950545.8,122889384.6,142270521.5,144768957.7,146782615,112879407.3,262096117.9,479200346.7,338766140.8,318171067.9,570676741.3,262548144.9,-89976130.98,359788947.9,583881218.5,460892956.9,618943861.7,692996152.9,620970750.3,487491915.9,608439284.4,703793694.9,278237573.2,194580643.7,309319587.6,375140000,341911764.7,677267336.3,783753054.4,955454712.5,1153930836,1197031497,1602517163,1361345942,1293892330,1171911775,1184273312,1397369611,1636288346,1910851588,2323819589,2855115413,1925319448,2175595797,3028370517,3266152757,3394240200,3431000495,4270523615,4145318326,4124130375,3135782150,2264403624,2462457029,3305136189,3436487505
Netherlands,,,,,,,,,,9655699765,11342197602,12634682331,14076361576,18496302223,21463761784,22994905019,24939764127,30208176349,36821339377,40865708008,46081969630,33972990374,31196138483,31524638252,30415072115,30881013800,45630064760,55444637728,62850730293,63964096436,77172379281,76416809288,84659085213,75196828429,81572216975,98277518529,1.02E+11,95212333409,1.00E+11,1.04E+11,94226028638,98049042530,99551892967,1.19E+11,1.34E+11,1.40E+11,1.54E+11,1.98E+11,2.13E+11,1.81E+11,1.71E+11,1.81E+11,1.57E+11,1.62E+11,1.60E+11,1.72E+11,1.61E+11,1.72E+11,1.92E+11,2.01E+11,1.98E+11,2.17E+11,2.12E+11
Norway,,,,,,,,,,,4216798310,4979516824,5407506466,7481485765,9907741835,12311597128,13977048852,15817225513,14028193732,15316346549,18391751746,17798911350,18134861407,16377877576,17209914488,18123504849,26066630680,29869757846,31223648979,28374393511,29665760967,27192744653,28307502842,26715188792,29264263114,36800037042,37447469369,40660215189,43572929309,39912571912,37408421154,35806759694,39830011156,44566009044,57057633824,69504384944,83013929314,1.09E+11,1.20E+11,94261065465,1.08E+11,1.28E+11,1.33E+11,1.44E+11,1.37E+11,1.04E+11,1.03E+11,1.11E+11,1.22E+11,1.21E+11,1.15E+11,1.26E+11,1.20E+11
Nepal,,,,,,47381546.09,43837773.99,42000262.5,43924495.76,38222222.18,51654320.94,68444444.38,75061698.55,89223898.35,106694560.7,228413836.1,219831006.3,221519992,293240120.3,292833325,355833341.7,400666666.7,410780996.7,480446500.7,481707443.5,590951269.6,577687018,626606222.5,777329403.8,758167009.5,657525116.9,794235033.3,704209354.1,826104166.7,911102040.8,1109056225,1230099909,1246431703,1206263115,1031066961,1335920081,1342159084,1225073094,1355314973,1784380688,2150547508,2428409658,2961929420,3803230882,4071736571,6124409681,5999761119,6207673935,6576990942,7043637606,7619433760,6925853563,10813661196,13094879867,14145811137,10177299987,12984102605,15276501689
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,,,,,,,,,,,1579587773,1934218119,2287280942,3484068457,4879949839,3559972894,3717848792,3900276496,4108486622,4904112223,5003860259,6169383295,6398397669,6527178784,6286829806,6670963256,7684305027,9137605706,9527776466,10264544002,9313332935,7499349406,7774268670,9927977778,12490689525,15118462716,16234216734,15149888265,11701529931,13651979864,11595238104,12364816930,15155502982,21293514108,26269013393,29162852918,26500875430,33989858161,30257257328,23953401212,29559734877,34601540430,37215108386,42260671655,46290407322,41221778622,43605924018,48868546797,50777081375,49988964836,49726393835,62774791342,
OECD members,,,,,,,,,,,6.35E+11,6.94E+11,8.14E+11,1.04E+12,1.17E+12,1.16E+12,1.31E+12,1.49E+12,1.81E+12,2.15E+12,2.32E+12,2.31E+12,2.14E+12,2.18E+12,2.40E+12,2.49E+12,3.03E+12,3.55E+12,4.14E+12,4.39E+12,4.85E+12,4.97E+12,5.18E+12,5.13E+12,5.58E+12,6.20E+12,6.23E+12,6.11E+12,6.14E+12,6.46E+12,6.73E+12,6.34E+12,6.40E+12,7.16E+12,8.14E+12,8.80E+12,9.48E+12,1.04E+13,1.07E+13,8.69E+12,9.50E+12,1.05E+13,1.05E+13,1.06E+13,1.10E+13,1.04E+13,1.06E+13,1.12E+13,1.20E+13,1.22E+13,1.17E+13,1.33E+13,
Oman,,,,,,,,33415875.82,23759981.03,22319982.18,35279971.83,85659287.78,109439695.1,126612539.9,504053273,746960048.5,918066013.1,839316157.6,791835265.8,971047773.5,1333526640,1666473948,2009264916,2100752757,2643909991,2759449326,2351943798,1467620286,1329259298,1155266320,1442912874,1703511053,2036410923,2190637191,2033810143,2067620286,2092327698,2794538362,4766431730,3402560728,2998489987,3348158388,3828040572,5019304031,6909371651,6659692328,10104633290,14339812484,22217254876,13649289207,13022844213,21437191157,26406241873,29100130039,26532119636,28628348505,27111313394,27364629389,28984473342,23657680364,20966715735,19762822627,
Other small states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15318633851,18584934199,20026703793,21400458433,21735164289,17986992916,20994904875,22049914252,25796980510,32558894248,39826021506,50566045988,67488272189,88583539355,1.06E+11,87225162388,91160703189,1.06E+11,1.14E+11,1.14E+11,1.25E+11,1.11E+11,1.27E+11,1.28E+11,1.40E+11,1.42E+11,1.23E+11,1.29E+11,
Pakistan,507349853,581898362,669466610.7,852372952.5,1093658127,1347333053,1238555229,1416211676,1291684166,1315833683,1583578328,1657286854,1319614259,817837889,1173131313,1840202020,2300000000,2769797980,3026262626,3369191919,4179393939,5273434343,5919146919,5390708661,5691674087,5707453826,5985430874,6381590446,6930561094,7596941636,7576123031,8621561391,9842187529,10716899963,10143576563,11245276826,12028715743,11187552988,11014941458,9801844570,14417762745,13830333219,12876956804,15297029196,17709623068,21276483551,26535887438,28628810143,32664881328,29509938432,28000231695,30159897541,33827969756,34584113772,35762875641,42496330768,49979283014,55402068868,60784993694,49739824161,44509674333,51002674096,57013003745
Panama,114487400,149272700,167003000,185408800,172575400,195540400,265448700,284361100,324043300,375376900,465210600,572554300,658625700,794768900,909967000,928457700,1012565400,803277900,1066400900,1285670000,1629300800,1860688900,1950901400,1331128100,1151768100,1250804100,1471847400,1576816300,557248300,457603800,1360184800,1705517400,2393292300,2727976000,3154545500,3642270800,3989078600,4144173000,4761829500,4729818300,4489734100,3333168600,3093724700,3932098600,4244528200,4543993200,5337711500,7676000000,10648000000,8523200000,11250000000,13401900000,17663300000,20067600000,22119500000,23127300000,23452300000,25957847200,,,,,
Peru,1189271591,1311137990,1485692493,1469197878,1665779891,1964218880,2429874172,2405953545,1648754647,1783706074,1273237510,1639953390,1543140378,2473131802,3960531448,4617810580,3909683479,3089253685,2675196286,3823597413,5502732979,7527471290,7649670964,4600987600,4126345991,3155209890,4900391636,8301452818,4080910539,5213995447,4269081998,5974759995,6396510157,6642966367,9984975414,13189112510,12479729454,13832957958,12879087868,10369330773,10156451474,9448419372,9842510731,10283973327,11254320698,13146176480,17418921395,22510706296,31558153047,24138835403,35053316225,41567844305,47403565304,51448998894,49526176127,46131826943,42258488124,43703573989,47438042966,47568585055,37114787535,48949710162,53754693678
Philippines,,,,,,,,,,,,,,,,,,,,,,10692289460,11263171713,10660411582,7085675542,4952589649,5115879633,6485030665,7897052922,10192544413,11784447261,10210327639,12536624971,14383502474,17054504398,18447635012,22036285698,22646203269,14890226261,13874267711,13123074299,14951766672,17248555623,16997634238,19694871746,19944162513,20444047531,25157529584,34449010014,30675428534,42594292093,48576401379,51233564834,58603858359,62245370748,65398453718,78441198854,83955649050,94169593770,99488193578,63065448322,83312973339,99850881455
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,30912004.95,32144005.15,34496005.52,44352007.1,58352009.34,74368011.91,87584014.02,96880015.51,105392016.9,160160025.6,268576043,306878914.4,239030759.4,201103824.8,255646225.9,271896600.2,281909543.3,354431446.5,440667208,538526254.4,641780571.9,680716380.3,761722057.1,754294138.2,689108955.3,480549127.6,522640102.9,644675115.4,994749452.9,823593454.8,786982505.5,1037920168,1020215633,877248569.1,1175756318,1017113232,1172602124,1039531692,678563638.1,569133320.2,770892288.8,707153187.3,635655875.2,704505191.8,785482881.7,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27970913889,34716071362,37714547095,43913794096,43216364564,42338891989,39167297687,36647249614,40961925394,51608117252,60886420885,74709368681,1.08E+11,1.32E+11,90409035915,99787749146,1.18E+11,1.04E+11,99546080143,1.13E+11,1.00E+11,95050112653,1.05E+11,1.26E+11,1.22E+11,1.12E+11,1.46E+11,1.65E+11
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,,2.22E+11,1.93E+11,1.09E+11,74347150261,67306867593,61518218654,61857436684,58512349086,40370295767,1.50E+11,48930791041,41076089713,32101041334,35998527109,44436401964,49677920268,44902169769,51277315826,66130543286,71313077377,71238896967,67741453142,80788578429,95417610462,1.21E+11,1.53E+11,1.63E+11,2.13E+11,2.07E+11,2.23E+11,2.55E+11,2.65E+11,3.09E+11,3.29E+11,2.78E+11,2.38E+11,2.52E+11,2.87E+11,3.46E+11,3.22E+11,3.80E+11,
Puerto Rico,397000000,,,566000000,661000000,845000000,853000000,949000000,1071000000,1237000000,1442000000,1707500000,1897200000,1792800000,1799200000,2217900000,1973700000,1496300000,1854700000,2091100000,2473800000,2287900000,1514900000,1746200000,2635500000,2500600000,2258600000,3274800000,4051300000,4786800000,5188700000,5036000000,5351600000,5925700000,6481100000,7194300000,7914342000,8946328000,9150100000,11973200000,12164239000,12159261000,11598595000,11619063000,12303264000,12248521000,12211212000,11987794000,11373578000,10053900000,9012100000,10105100000,10496200000,9762900000,9159900000,8888800000,8425500000,8062600000,15478200000,16135500000,11221700000,11572200000,15141400000
"Korea, Dem. People's Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,,,,,,,,,2275592748,2402522968,3229918458,4718004906,5192651934,3763270588,5038070292,6457742273,7426628650,8145692623,11192234682,11463065147,10800078204,7986757148,5814856204,5803674550,8978241523,13191763199,17169445682,17144174943,21820372662,22967550992,26839927235,21040340357,22879309179,28577703330,29931983364,31037868496,35097586821,37001875043,34130587948,34240666480,34917887448,38191543650,45119010169,46075771518,47858821616,55554336440,62112250760,50994896766,50303755487,45586413433,33951416880,33132071977,35213205919,31614571257,32682471120,38132712330,44320211856,44379729884,43783208360,52353825963,51966391780
Paraguay,,,,,,66904761.9,73650793.65,81468253.97,82111111.11,89206349.21,87571428.57,96785714.29,115793650.8,189380952.4,279930070.9,364230158.7,418380952.4,516444444.4,696166666.7,975968254,1279396825,1621293651,1389088235,1204245267,1004104839,681879823,852889868.6,891145362.5,864679851.1,896400009.7,1035074434,1334634605,1323627045,1425883072,1921587339,1995556669,2166115931,2283853985,1862474364,1676443784,1535512394,1526508132,1302501641,1586500245,1931451097,2244479465,2947811499,3807798738,5476477193,4228693684,6466257630,8320082162,7080225029,8509857863,9149169978,7922571219,7147959186,8033425471,9164195821,8224227829,7101125892,9587467805,11223705344
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144800000,1249400000,1243200000,1317500000,1402100000,1831300000,1358900000,1184200000,930500000,1143000000,1151500000,1241300000,1155100000,1204900000,1371900000,1504800000,1921500000,1863800000,2378500000,3067200000,3151700000,3505400000,3890300000,4446900000,4610600000,4592000000,3774800000,4609000000,5066500000
Pacific island small states,,,,,,,,,,,,,,,,,,,,,595438379,664636018.5,502388625.3,401144920.6,374147024.6,372182311.4,406896771.3,373348006.4,316982803.5,348559751.9,402731429.8,435598328.4,395105571.8,494821018.1,510924038.3,563443513.4,687186418.4,705904011.8,817687255.8,792252096.8,586214243.6,548418937.5,673787005.2,899643220.1,981156179.7,1185729471,1184606403,1212826408,1722878127,1400474945,1596530973,1856002873,1711838160,2346954393,1924537979,2140383240,2126181519,2351193275,2350175368,2201232162,1889875376,,
Post-demographic dividend,,,,,,,,,,,6.23E+11,6.82E+11,8.01E+11,1.02E+12,1.14E+12,1.13E+12,1.28E+12,1.46E+12,1.78E+12,2.10E+12,2.26E+12,2.23E+12,2.10E+12,2.14E+12,2.37E+12,2.45E+12,3.00E+12,3.51E+12,4.09E+12,4.32E+12,4.76E+12,4.86E+12,5.06E+12,4.97E+12,5.41E+12,6.07E+12,6.07E+12,5.93E+12,5.89E+12,6.22E+12,6.45E+12,6.09E+12,6.13E+12,6.86E+12,7.77E+12,8.34E+12,8.95E+12,9.73E+12,1.01E+13,8.22E+12,8.91E+12,9.82E+12,9.78E+12,9.88E+12,1.02E+13,9.73E+12,9.84E+12,1.05E+13,1.13E+13,1.14E+13,1.10E+13,1.24E+13,
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147661340,1684694252,1243093399,1292132692,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808516511,2855219753,3240109863,4003021978,3279120879,2340109890,3578846154,5107142857,6321703297,8205219780,9999725275,15277472527,25502747253,36680769231,47396703297,42018131868,39134340659,48708241758,50714835165,55301739560,65558949918,59952434368,74150106511,68646529423,74542342692,77136689711,63323233345,65906067477,
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11568252317,8091664512,7889583333,7625674160,7460821518,8727295977,8530651962,7577068829,7664967465,5626421072,7327654228,9192316681,10213964846,13408375007,18156044899,22576262938,33516218798,54710919717,70924353957,47349265821,45912866988,53305863604,47613286431,47964542381,49880821396,45398984772,43988823696,50298881964,56814149862,60969082747,61669560300,72961177767,84816747450
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51E+11,1.71E+11,1.56E+11,1.88E+11,1.59E+11,1.18E+11,1.01E+11,1.01E+11,92711097237,88988764045,40546110252,29053614947,48549591184,67298594446,69196172249,89765989699,1.24E+11,1.53E+11,2.10E+11,3.14E+11,4.24E+11,2.31E+11,3.45E+11,4.96E+11,5.42E+11,5.33E+11,4.61E+11,3.02E+11,2.95E+11,3.72E+11,3.63E+11,3.84E+11,3.50E+11,4.26E+11,4.99E+11
Rwanda,7200000.007,8000000.008,10000000.01,10000000.01,10800000.01,14600002.01,12034285.73,11660000.01,14100000.01,12500000.01,15500000.02,20359585.74,23560066.25,27406401.21,32265523.75,78567573.26,88133134.63,112471862.4,150411382,133462978.4,202523981.3,187126463,250182785.8,200210346.8,250915629.8,296963778,308719218.6,337953447.4,347165265.9,322898695.5,373601775.9,268039804.9,317220023.1,330171823.6,75231818.64,173451854.2,198647416.1,255696103.5,294575251.2,258308387,254308345.2,251442525.5,248057682.1,281611822.3,341233613.1,444435169.7,498752666.7,683368832.9,1105517946,1192386531,1257444927,1438903246,1783704484,1910322111,1913646942,2070890063,2272856832,2205415704,2060007631,2427311686,2555411954,2889076808,3260577442
South Asia,7884915902,9030716507,9423890099,11111989195,13333110883,14584817860,10830870675,11925394981,12392712805,13415575672,14798718009,16151035657,16478675645,18429838222,25784067940,23724688034,24810597379,31207116319,37579462872,43626149392,46277792282,61592481058,63275240001,57876801803,62058296434,74899296837,78777153780,86905455223,94161241085,96817024310,1.06E+11,87113056540,1.00E+11,86071970983,1.10E+11,1.32E+11,1.19E+11,1.37E+11,1.36E+11,1.74E+11,1.58E+11,1.82E+11,1.93E+11,2.30E+11,2.99E+11,3.66E+11,4.35E+11,5.89E+11,5.48E+11,6.15E+11,7.66E+11,8.31E+11,8.16E+11,7.50E+11,8.29E+11,8.20E+11,8.71E+11,1.03E+12,1.10E+12,1.07E+12,9.78E+11,1.22E+12,1.31E+12
Saudi Arabia,,,,,,,,,1157067555,1096804466,1204337221,1721718774,1948185182,-2003761657,14046491978,8137530088,19692439715,22700581295,29127039201,29398611201,37695187511,38994275328,39618036021,44371141174,39271426837,22289280069,16922347054,15183751038,17376136575,18539762111,18449302991,26425703639,31480308784,33315142562,27517536159,29078780022,29465580774,31163861148,33683962667,34791173333,36608597333,36133549333,37339760000,42066243885,51398184639,66266255275,83728999277,1.10E+11,1.42E+11,1.36E+11,1.63E+11,1.86E+11,2.01E+11,2.03E+11,2.22E+11,2.29E+11,2.06E+11,2.06E+11,2.21E+11,2.37E+11,2.03E+11,2.18E+11,3.02E+11
Sudan,120333142.2,178345778.8,199597932.8,180930500.2,184951178,,,,,,,,,,,,1187535902,1167411838,1119348123,1198834954,960000001.9,1592532398,1501627640,1323076923,1384615385,859365675.3,1148000000,1463333333,1322222222,1722222222,3511111111,4643712478,869840401,1349850688,1363217696,766087295.2,1082802225,1048337530,1150492006,1104923934,3050600395,3226727408,3911516418,4714141907,6291583800,7461118008,10360516947,12664391151,13400291410,13019430858,15125752854,18238409259,12464908864,11353398908,11554722090,10884950325,9579836321,13968919825,3229934568,4625964759,1564366293,1186329638,1125340002
